Date,Last Price,Volume
2023-11-27 11:30:00,48.21,343427
2023-11-27 10:30:00,48.17,611786
2023-11-27 9:30:00,48.1,834200
2023-11-24 15:30:00,48.32,0
2023-11-24 14:30:00,48.32,0
2023-11-24 13:30:00,48.32,0
2023-11-24 12:30:00,48.32,296378
2023-11-24 11:30:00,48.19,160684
2023-11-24 10:30:00,48.256,287039
2023-11-24 9:30:00,48.23,545666
2023-11-22 15:30:00,48.28,413602
2023-11-22 14:30:00,48.34,718819
2023-11-22 13:30:00,48.41,245025
2023-11-22 12:30:00,48.43,273690
2023-11-22 11:30:00,48.388,320200
2023-11-22 10:30:00,48.26,548257
2023-11-22 9:30:00,48.24,1783169
2023-11-21 15:30:00,47.74,2603760
2023-11-21 14:30:00,47.76,448622
2023-11-21 13:30:00,47.75,462947
2023-11-21 12:30:00,47.625,405416
2023-11-21 11:30:00,47.73,369364
2023-11-21 10:30:00,47.51,656871
2023-11-21 9:30:00,47.405,637326
2023-11-20 15:30:00,48.09,960384
2023-11-20 14:30:00,48.35,674642
2023-11-20 13:30:00,48.03,276835
2023-11-20 12:30:00,47.93,488124
2023-11-20 11:30:00,47.67,259473
2023-11-20 10:30:00,47.6,623625
2023-11-20 9:30:00,47.38,1067934
2023-11-17 15:30:00,47.04,1653552
2023-11-17 14:30:00,47.13,450267
2023-11-17 13:30:00,47.08,415419
2023-11-17 12:30:00,47.01,295105
2023-11-17 11:30:00,46.83,427400
2023-11-17 10:30:00,46.73,492651
2023-11-17 9:30:00,46.859,1059788
2023-11-16 15:30:00,46.87,669399
2023-11-16 14:30:00,46.68,415438
2023-11-16 13:30:00,46.47,424720
2023-11-16 12:30:00,46.62,569904
2023-11-16 11:30:00,46.565,890985
2023-11-16 10:30:00,46.285,970696
2023-11-16 9:30:00,46.78,1251564
2023-11-15 15:30:00,46.69,473798
2023-11-15 14:30:00,46.88,643932
2023-11-15 13:30:00,46.99,593214
2023-11-15 12:30:00,46.77,875059
2023-11-15 11:30:00,46.9,655924
2023-11-15 10:30:00,47.1,620808
2023-11-15 9:30:00,47.08,1465335
2023-11-14 15:30:00,46.46,728110
2023-11-14 14:30:00,46.814,710259
2023-11-14 13:30:00,46.415,670450
2023-11-14 12:30:00,46.51,473285
2023-11-14 11:30:00,46.29,770925
2023-11-14 10:30:00,46.685,979893
2023-11-14 9:30:00,46.51,2819184
2023-11-13 15:30:00,43.92,2803184
2023-11-13 14:30:00,44.095,370040
2023-11-13 13:30:00,44.15,358753
2023-11-13 12:30:00,43.92,336589
2023-11-13 11:30:00,44.09,666905
2023-11-13 10:30:00,44.019,656513
2023-11-13 9:30:00,43.62,1087611
2023-11-10 15:30:00,44.06,1102238
2023-11-10 14:30:00,44,853809
2023-11-10 13:30:00,43.84,582352
2023-11-10 12:30:00,43.6,1028269
2023-11-10 11:30:00,43.12,778557
2023-11-10 10:30:00,42.91,879848
2023-11-10 9:30:00,42.38,1439125
2023-11-09 15:30:00,42.1,997061
2023-11-09 14:30:00,42.092,1451431
2023-11-09 13:30:00,42.38,1341149
2023-11-09 12:30:00,42.87,1639696
2023-11-09 11:30:00,43.11,472573
2023-11-09 10:30:00,43.175,960621
2023-11-09 9:30:00,42.9,1241748
2023-11-08 15:30:00,43.15,428150
2023-11-08 14:30:00,43.072,402130
2023-11-08 13:30:00,43.1,354361
2023-11-08 12:30:00,42.92,813780
2023-11-08 11:30:00,42.64,1225680
2023-11-08 10:30:00,42.95,1219551
2023-11-08 9:30:00,43.08,1205337
2023-11-07 15:30:00,43.06,787678
2023-11-07 14:30:00,43.17,602934
2023-11-07 13:30:00,43.2,403839
2023-11-07 12:30:00,43.12,559045
2023-11-07 11:30:00,42.9,736877
2023-11-07 10:30:00,43.12,710633
2023-11-07 9:30:00,42.95,1426886
2023-11-06 15:30:00,42.73,1600391
2023-11-06 14:30:00,42.54,579107
2023-11-06 13:30:00,42.32,656400
2023-11-06 12:30:00,42.3,957699
2023-11-06 11:30:00,42.55,347542
2023-11-06 10:30:00,42.67,563286
2023-11-06 9:30:00,42.62,1608498
2023-11-03 15:30:00,42.46,719941
2023-11-03 14:30:00,42.68,636234
2023-11-03 13:30:00,42.76,545341
2023-11-03 12:30:00,42.571,603017
2023-11-03 11:30:00,42.709,878277
2023-11-03 10:30:00,42.25,1138401
2023-11-03 9:30:00,42.215,2520902
2023-11-02 15:30:00,41.33,1041923
2023-11-02 14:30:00,41.2,642293
2023-11-02 13:30:00,41.17,803255
2023-11-02 12:30:00,41.03,927197
2023-11-02 11:30:00,40.78,561399
2023-11-02 10:30:00,40.76,1519411
2023-11-02 9:30:00,40.65,2243323
2023-11-01 15:30:00,39.13,1151986
2023-11-01 14:30:00,39.17,3840237
2023-11-01 13:30:00,38.53,1260481
2023-11-01 12:30:00,38.36,762148
2023-11-01 11:30:00,38.41,798684
2023-11-01 10:30:00,38.51,1232068
2023-11-01 9:30:00,38.729,1773086
2023-10-31 15:30:00,37.92,2429817
2023-10-31 14:30:00,37.94,577749
2023-10-31 13:30:00,37.63,835263
2023-10-31 12:30:00,37.6,695152
2023-10-31 11:30:00,37.32,620387
2023-10-31 10:30:00,37.26,1232748
2023-10-31 9:30:00,37.27,1696534
2023-10-30 15:30:00,37.24,1477754
2023-10-30 14:30:00,37.41,1152492
2023-10-30 13:30:00,37.16,995633
2023-10-30 12:30:00,37.11,1060865
2023-10-30 11:30:00,36.65,943113
2023-10-30 10:30:00,36.54,1348047
2023-10-30 9:30:00,36.54,1899508
2023-10-27 15:30:00,35.97,1262832
2023-10-27 14:30:00,35.91,1491746
2023-10-27 13:30:00,35.73,1395783
2023-10-27 12:30:00,35.98,1697032
2023-10-27 11:30:00,36.45,735699
2023-10-27 10:30:00,36.835,1415927
2023-10-27 9:30:00,36.58,1697006
2023-10-26 15:30:00,36.49,1436164
2023-10-26 14:30:00,36.92,1283959
2023-10-26 13:30:00,36.93,1261911
2023-10-26 12:30:00,36.38,1015072
2023-10-26 11:30:00,36.59,1588078
2023-10-26 10:30:00,36.98,1459309
2023-10-26 9:30:00,37.245,2460730
2023-10-25 15:30:00,37.93,604919
2023-10-25 14:30:00,37.98,771936
2023-10-25 13:30:00,37.93,1240403
2023-10-25 12:30:00,37.97,1357100
2023-10-25 11:30:00,38.34,984743
2023-10-25 10:30:00,38.82,1594737
2023-10-25 9:30:00,38.35,1743017
2023-10-24 15:30:00,39.58,712790
2023-10-24 14:30:00,39.71,793692
2023-10-24 13:30:00,39.46,480917
2023-10-24 12:30:00,39.19,654251
2023-10-24 11:30:00,39.02,851466
2023-10-24 10:30:00,39.4,1026355
2023-10-24 9:30:00,39.82,1569896
2023-10-23 15:30:00,38.75,903234
2023-10-23 14:30:00,38.9,2450162
2023-10-23 13:30:00,39.28,732782
2023-10-23 12:30:00,39.41,971470
2023-10-23 11:30:00,39.39,974709
2023-10-23 10:30:00,39.28,1343333
2023-10-23 9:30:00,38.855,2135730
2023-10-20 15:30:00,38.94,1189801
2023-10-20 14:30:00,39.29,1138566
2023-10-20 13:30:00,39.36,951127
2023-10-20 12:30:00,39.82,1184209
2023-10-20 11:30:00,39.47,1247441
2023-10-20 10:30:00,39.27,1719519
2023-10-20 9:30:00,39.57,2383992
2023-10-19 15:30:00,40.49,2000545
2023-10-19 14:30:00,40.58,1731421
2023-10-19 13:30:00,41.2,1045441
2023-10-19 12:30:00,41.9,2494345
2023-10-19 11:30:00,41.54,2266051
2023-10-19 10:30:00,41.34,1401108
2023-10-19 9:30:00,41.2,1721044
2023-10-18 15:30:00,41.62,1692542
2023-10-18 14:30:00,41.69,1197712
2023-10-18 13:30:00,42.16,1096214
2023-10-18 12:30:00,42.43,1382713
2023-10-18 11:30:00,42.15,951697
2023-10-18 10:30:00,42.39,1647115
2023-10-18 9:30:00,42.602,1799266
2023-10-17 15:30:00,43.37,1002541
2023-10-17 14:30:00,43.2,789656
2023-10-17 13:30:00,43.09,867465
2023-10-17 12:30:00,43.45,1214566
2023-10-17 11:30:00,43.95,1535533
2023-10-17 10:30:00,43.33,1007749
2023-10-17 9:30:00,42.96,2272543
2023-10-16 15:30:00,43.39,779446
2023-10-16 14:30:00,43.61,538036
2023-10-16 13:30:00,43.34,884490
2023-10-16 12:30:00,43.27,1049634
2023-10-16 11:30:00,43.389,793762
2023-10-16 10:30:00,43.52,887350
2023-10-16 9:30:00,43.35,1671793
2023-10-13 15:30:00,42.09,805361
2023-10-13 14:30:00,41.956,1038957
2023-10-13 13:30:00,42.04,1013159
2023-10-13 12:30:00,41.67,850681
2023-10-13 11:30:00,42.48,868081
2023-10-13 10:30:00,42.25,933691
2023-10-13 9:30:00,42.94,1249786
2023-10-12 15:30:00,42.74,757822
2023-10-12 14:30:00,42.64,984863
2023-10-12 13:30:00,42.399,1385034
2023-10-12 12:30:00,42.62,1870759
2023-10-12 11:30:00,43.78,494556
2023-10-12 10:30:00,43.474,815813
2023-10-12 9:30:00,43.403,1394237
2023-10-11 15:30:00,43.56,592543
2023-10-11 14:30:00,43.29,769962
2023-10-11 13:30:00,43.05,834971
2023-10-11 12:30:00,42.785,651158
2023-10-11 11:30:00,42.84,699033
2023-10-11 10:30:00,43,1000108
2023-10-11 9:30:00,43.18,1244443
2023-10-10 15:30:00,43.03,704756
2023-10-10 14:30:00,43.11,1345770
2023-10-10 13:30:00,43.13,616585
2023-10-10 12:30:00,43.29,1027736
2023-10-10 11:30:00,43.78,715919
2023-10-10 10:30:00,43.59,1543967
2023-10-10 9:30:00,43.215,1737329
2023-10-09 15:30:00,42.39,432459
2023-10-09 14:30:00,42.39,781392
2023-10-09 13:30:00,42.44,853362
2023-10-09 12:30:00,41.72,513516
2023-10-09 11:30:00,41.495,540008
2023-10-09 10:30:00,41.35,630548
2023-10-09 9:30:00,41.26,1308176
2023-10-06 15:30:00,41.6,690831
2023-10-06 14:30:00,41.95,953582
2023-10-06 13:30:00,41.865,661279
2023-10-06 12:30:00,41.562,852097
2023-10-06 11:30:00,41.24,1890366
2023-10-06 10:30:00,40.56,1599367
2023-10-06 9:30:00,39.752,2003783
2023-10-05 15:30:00,40.19,557434
2023-10-05 14:30:00,40.29,573289
2023-10-05 13:30:00,40.126,760715
2023-10-05 12:30:00,39.74,539267
2023-10-05 11:30:00,39.81,889447
2023-10-05 10:30:00,39.46,1019312
2023-10-05 9:30:00,39.87,1184667
2023-10-04 15:30:00,40.29,1395589
2023-10-04 14:30:00,40.24,1092035
2023-10-04 13:30:00,39.68,601222
2023-10-04 12:30:00,39.705,746446
2023-10-04 11:30:00,40.097,991171
2023-10-04 10:30:00,39.779,925243
2023-10-04 9:30:00,39.17,1816629
2023-10-03 15:30:00,39.45,960762
2023-10-03 14:30:00,39.17,1149458
2023-10-03 13:30:00,39.14,749547
2023-10-03 12:30:00,39.52,748826
2023-10-03 11:30:00,39.69,1017721
2023-10-03 10:30:00,39.422,1380129
2023-10-03 9:30:00,39.67,2411170
2023-10-02 15:30:00,41.12,699011
2023-10-02 14:30:00,40.67,806300
2023-10-02 13:30:00,40.43,651244
2023-10-02 12:30:00,40.623,898549
2023-10-02 11:30:00,40.61,1197078
2023-10-02 10:30:00,41.408,1122079
2023-10-02 9:30:00,40.96,1545054
2023-09-29 15:30:00,41.15,1416479
2023-09-29 14:30:00,41.18,1023860
2023-09-29 13:30:00,40.82,974038
2023-09-29 12:30:00,41.17,869874
2023-09-29 11:30:00,41.74,894732
2023-09-29 10:30:00,41.891,1077874
2023-09-29 9:30:00,42.01,1687260
2023-09-28 15:30:00,41.5,703755
2023-09-28 14:30:00,41.83,638705
2023-09-28 13:30:00,41.605,810373
2023-09-28 12:30:00,41.48,785714
2023-09-28 11:30:00,41.95,1620329
2023-09-28 10:30:00,41.43,1431980
2023-09-28 9:30:00,40.87,2176408
2023-09-27 15:30:00,40.84,957310
2023-09-27 14:30:00,40.965,1528591
2023-09-27 13:30:00,40.35,1414025
2023-09-27 12:30:00,39.89,1441706
2023-09-27 11:30:00,40.29,1109180
2023-09-27 10:30:00,40.81,1086180
2023-09-27 9:30:00,41.049,1168659
2023-09-26 15:30:00,40.79,1000525
2023-09-26 14:30:00,40.62,755464
2023-09-26 13:30:00,40.805,1039069
2023-09-26 12:30:00,41.1,1265750
2023-09-26 11:30:00,41.31,803560
2023-09-26 10:30:00,41.05,1036026
2023-09-26 9:30:00,41.4,1828256
2023-09-25 15:30:00,42.67,519921
2023-09-25 14:30:00,42.33,794491
2023-09-25 13:30:00,42.31,348412
2023-09-25 12:30:00,42.3,594329
2023-09-25 11:30:00,42.59,542519
2023-09-25 10:30:00,42.34,854410
2023-09-25 9:30:00,41.89,1275259
2023-09-22 15:30:00,42.16,861945
2023-09-22 14:30:00,42.83,692970
2023-09-22 13:30:00,42.35,796635
2023-09-22 12:30:00,42.66,429618
2023-09-22 11:30:00,43.01,578001
2023-09-22 10:30:00,43.205,807725
2023-09-22 9:30:00,42.869,1240398
2023-09-21 15:30:00,42.51,1430179
2023-09-21 14:30:00,42.71,635648
2023-09-21 13:30:00,43.07,663897
2023-09-21 12:30:00,43.47,547751
2023-09-21 11:30:00,43.2,672972
2023-09-21 10:30:00,43.21,842199
2023-09-21 9:30:00,43.49,2006502
2023-09-20 15:30:00,44.74,1356665
2023-09-20 14:30:00,45.45,1682668
2023-09-20 13:30:00,45.97,1407019
2023-09-20 12:30:00,46.3,228474
2023-09-20 11:30:00,46.36,249969
2023-09-20 10:30:00,46.2,262492
2023-09-20 9:30:00,46.35,852610
2023-09-19 15:30:00,46.11,381224
2023-09-19 14:30:00,46.01,513293
2023-09-19 13:30:00,45.88,448911
2023-09-19 12:30:00,45.58,397355
2023-09-19 11:30:00,45.41,323214
2023-09-19 10:30:00,45.51,548634
2023-09-19 9:30:00,45.74,1009116
2023-09-18 15:30:00,46.39,344213
2023-09-18 14:30:00,46.36,353512
2023-09-18 13:30:00,46.533,239738
2023-09-18 12:30:00,46.66,284253
2023-09-18 11:30:00,46.72,665272
2023-09-18 10:30:00,46.53,402709
2023-09-18 9:30:00,46.31,967492
2023-09-15 15:30:00,46.32,766939
2023-09-15 14:30:00,46.44,368650
2023-09-15 13:30:00,46.3,560157
2023-09-15 12:30:00,46.34,492531
2023-09-15 11:30:00,46.819,421149
2023-09-15 10:30:00,46.83,930401
2023-09-15 9:30:00,47.17,1464489
2023-09-14 15:30:00,48.09,538220
2023-09-14 14:30:00,48.06,380260
2023-09-14 13:30:00,47.98,218968
2023-09-14 12:30:00,48.09,257513
2023-09-14 11:30:00,47.99,304939
2023-09-14 10:30:00,47.803,563084
2023-09-14 9:30:00,47.51,967084
2023-09-13 15:30:00,46.93,326492
2023-09-13 14:30:00,46.77,576411
2023-09-13 13:30:00,47.1,311992
2023-09-13 12:30:00,47.16,360594
2023-09-13 11:30:00,47.165,449257
2023-09-13 10:30:00,47.23,589100
2023-09-13 9:30:00,46.8,1068209
2023-09-12 15:30:00,46.75,427875
2023-09-12 14:30:00,46.66,469897
2023-09-12 13:30:00,47.055,379990
2023-09-12 12:30:00,47.489,313512
2023-09-12 11:30:00,47.18,335277
2023-09-12 10:30:00,47.005,409359
2023-09-12 9:30:00,46.95,812688
2023-09-11 15:30:00,47.58,511542
2023-09-11 14:30:00,47.61,318728
2023-09-11 13:30:00,47.56,345183
2023-09-11 12:30:00,47.49,269049
2023-09-11 11:30:00,47.34,374368
2023-09-11 10:30:00,47.2,490914
2023-09-11 9:30:00,47.36,1139290
2023-09-08 15:30:00,46.66,493451
2023-09-08 14:30:00,46.39,433153
2023-09-08 13:30:00,46.596,371922
2023-09-08 12:30:00,46.75,376913
2023-09-08 11:30:00,46.9,292988
2023-09-08 10:30:00,47,624726
2023-09-08 9:30:00,47.09,1261003
2023-09-07 15:30:00,46.47,364938
2023-09-07 14:30:00,46.5,380513
2023-09-07 13:30:00,46.33,293353
2023-09-07 12:30:00,46.55,535063
2023-09-07 11:30:00,46.532,566890
2023-09-07 10:30:00,46.27,756975
2023-09-07 9:30:00,45.95,1150731
2023-09-06 15:30:00,46.93,366858
2023-09-06 14:30:00,46.83,694942
2023-09-06 13:30:00,46.795,469955
2023-09-06 12:30:00,46.52,905819
2023-09-06 11:30:00,46.53,377067
2023-09-06 10:30:00,46.811,1014552
2023-09-06 9:30:00,46.9,1545375
2023-09-05 15:30:00,47.96,520200
2023-09-05 14:30:00,48.14,178245
2023-09-05 13:30:00,48.31,187442
2023-09-05 12:30:00,48.06,188760
2023-09-05 11:30:00,48.31,184428
2023-09-05 10:30:00,48.28,680484
2023-09-05 9:30:00,48.155,883601
2023-09-01 15:30:00,48.6,627378
2023-09-01 14:30:00,48.55,268288
2023-09-01 13:30:00,48.26,266507
2023-09-01 12:30:00,48.325,427909
2023-09-01 11:30:00,48.39,415294
2023-09-01 10:30:00,48.49,513092
2023-09-01 9:30:00,49.07,1570031
2023-08-31 15:30:00,48.31,496773
2023-08-31 14:30:00,48.61,353890
